1; -inf - -1.6949; 4; 0.0516; 5.1618; -1.1618; 0.2615
2; -1.6949 - -0.6135; 24; 0.2353; 23.5274; 0.4726; 0.0095
3; -0.6135 - 0.4678; 41; 0.4061; 40.6114; 0.3886; 0.0037
4; 0.4678 - inf; 31; 0.3070; 30.6994; 0.3006; 0.0029
   ;    ;100;1.0000;100.0000;-0.0000

4.0000;0.2776

-0.0434;1.0136
